infrastructure_id,infrastructure_name,infra_category,address,ward_id,head_name,designation,contact_number,dob,Status,email_id,capacity
INF132,Model Town Block Office (1),Govt Offices,"2, Rajiv Nagar Road, Sector 10, Model Town",W17,Amit Yadav,Officer,6774789974,03-12-1983,Under Maintenance,amit.yadav.inf132@municipal.gov.in,232
INF133,Tilak Nagar Municipal Office (1),Govt Offices,"234, Rajiv Nagar Road, Sector 13, Tilak Nagar",W12,Arjun Verma,Officer,9711455406,07-05-1981,Active,arjun.verma.inf133@municipal.gov.in,233
INF134,Saraswati Park Block Office (1),Govt Offices,"78, Industrial Area Road, Sector 12, Saraswati Park",W06,Ramesh Kapoor,Officer,7108776226,05-07-1966,Active,ramesh.kapoor.inf134@municipal.gov.in,234
INF135,Shastri Nagar Zonal Office (1),Govt Offices,"176, Canal Road, Sector 13, Shastri Nagar",W13,Priya Patil,Officer,9184017728,08-08-1975,Active,priya.patil.inf135@municipal.gov.in,235
INF136,Saraswati Park Zonal Office (1),Govt Offices,"91, Nehru Marg, Sector 11, Saraswati Park",W09,Ritu Desai,Officer,9877134675,11-10-1971,Active,ritu.desai.inf136@municipal.gov.in,236
INF137,Kalyanpuri Block Office (1),Govt Offices,"150, Market Road, Sector 13, Kalyanpuri",W01,Vivaan Patil,Officer,8367081269,19-02-1975,Closed,vivaan.patil.inf137@municipal.gov.in,237
INF138,Malviya Nagar Municipal Office (1),Govt Offices,"214, Main Road, Sector 14, Malviya Nagar",W07,Aanya Desai,Officer,6461361675,20-03-1967,Proposed,aanya.desai.inf138@municipal.gov.in,238
INF139,Saraswati Park Ward Office (1),Govt Offices,"36, Nehru Marg, Sector 3, Saraswati Park",W12,Aarav Iyer,Officer,9189241800,28-07-1991,Active,aarav.iyer.inf139@municipal.gov.in,239
INF140,Mayur Vihar Municipal Office (1),Govt Offices,"65, Main Road, Sector 1, Mayur Vihar",W07,Krishna Chatterjee,Officer,9225455634,21-11-1986,Under Maintenance,krishna.chatterjee.inf140@municipal.gov.in,240
INF141,Anand Vihar Block Office (1),Govt Offices,"81, Patel Chowk Road, Sector 14, Anand Vihar",W02,Priya Iyer,Officer,6222936405,12-06-1981,Active,priya.iyer.inf141@municipal.gov.in,241
INF142,Azad Market Zonal Office (1),Govt Offices,"134, Industrial Area Road, Sector 15, Azad Market",W15,Ishaan Patil,Officer,6316964684,22-07-1972,Active,ishaan.patil.inf142@municipal.gov.in,242
INF143,Vivek Vihar Block Office (1),Govt Offices,"230, Canal Road, Sector 17, Vivek Vihar",W21,Isha Bansal,Officer,8217006821,22-02-1983,Active,isha.bansal.inf143@municipal.gov.in,243
INF144,Kalyanpuri Municipal Office (1),Govt Offices,"153, Rajiv Nagar Road, Sector 6, Kalyanpuri",W11,Sai Reddy,Officer,8886604251,05-01-1981,Active,sai.reddy.inf144@municipal.gov.in,244
INF145,Seemapuri Zonal Office (1),Govt Offices,"164, Market Road, Sector 16, Seemapuri",W25,Neha Malhotra,Officer,9963113187,15-03-1988,Active,neha.malhotra.inf145@municipal.gov.in,245
INF146,Vivek Vihar Zonal Office (1),Govt Offices,"56, Rajiv Nagar Road, Sector 13, Vivek Vihar",W22,Ishaan Bansal,Officer,6997179676,22-02-1966,Active,ishaan.bansal.inf146@municipal.gov.in,246
INF147,Seemapuri Block Office (1),Govt Offices,"59, Ambedkar Path, Sector 17, Seemapuri",W11,Alok Chatterjee,Officer,7529336852,06-10-1966,Active,alok.chatterjee.inf147@municipal.gov.in,247
INF148,Civil Lines Municipal Office (1),Govt Offices,"114, Market Road, Sector 17, Civil Lines",W20,Geeta Joshi,Officer,9934699375,29-12-1972,Active,geeta.joshi.inf148@municipal.gov.in,248
INF149,Civil Lines Block Office (1),Govt Offices,"136, MG Road, Sector 7, Civil Lines",W24,Nisha Iyer,Officer,6475517263,04-04-1991,Proposed,nisha.iyer.inf149@municipal.gov.in,249
INF150,Rajendra Nagar Zonal Office (1),Govt Offices,"161, Bus Stand Road, Sector 4, Rajendra Nagar",W06,Sai Tripathi,Officer,8502787015,03-02-1978,Active,sai.tripathi.inf150@municipal.gov.in,250
INF151,Seva Seemapuri Foundation (1),NGOs,"71, MG Road, Sector 2, Seemapuri",W07,Sai Sharma,Director,6090162048,17-02-1983,Active,sai.sharma.inf151@municipal.gov.in,251
INF152,Prerna Kalyanpuri Foundation (1),NGOs,"105, Patel Chowk Road, Sector 11, Kalyanpuri",W10,Rohit Chatterjee,Director,9960964945,18-05-1980,Active,rohit.chatterjee.inf152@municipal.gov.in,252
INF153,Seva Nehru Vihar Foundation (1),NGOs,"78, Ring Road, Sector 7, Nehru Vihar",W01,Ishaan Verma,Director,8001395335,09-12-1975,Closed,ishaan.verma.inf153@municipal.gov.in,253
INF154,Nayi Disha Tagore Garden Foundation (1),NGOs,"202, Station Road, Sector 8, Tagore Garden",W19,Pooja Verma,Director,7806458527,09-10-1986,Active,pooja.verma.inf154@municipal.gov.in,254
INF155,Nayi Disha Vivek Vihar Foundation (1),NGOs,"229, Industrial Area Road, Sector 4, Vivek Vihar",W18,Meena Tripathi,Director,6663668754,01-05-1970,Active,meena.tripathi.inf155@municipal.gov.in,255
INF156,Udaan Mayur Vihar Foundation (1),NGOs,"249, MG Road, Sector 9, Mayur Vihar",W23,Geeta Verma,Director,7619938284,12-03-1981,Active,geeta.verma.inf156@municipal.gov.in,256
INF157,Sahyog Patel Nagar Foundation (1),NGOs,"49, Nehru Marg, Sector 16, Patel Nagar",W03,Suresh Kapoor,Director,6708367941,29-10-1992,Under Maintenance,suresh.kapoor.inf157@municipal.gov.in,257
INF158,Sahyog Jai Hind Puram Foundation (1),NGOs,"121, Bus Stand Road, Sector 11, Jai Hind Puram",W13,Geeta Mishra,Director,6550216571,30-01-1983,Active,geeta.mishra.inf158@municipal.gov.in,258
INF159,Udaan Malviya Nagar Foundation (1),NGOs,"60, Temple Street, Sector 1, Malviya Nagar",W17,Isha Desai,Director,9012243057,05-03-1970,Active,isha.desai.inf159@municipal.gov.in,259
INF160,Udaan Malviya Nagar Foundation (2),NGOs,"168, Rajiv Nagar Road, Sector 4, Malviya Nagar",W10,Isha Yadav,Director,8071718511,14-01-1976,Active,isha.yadav.inf160@municipal.gov.in,260
INF161,Udaan Azad Market Foundation (1),NGOs,"166, Bus Stand Road, Sector 17, Azad Market",W25,Aditya Jain,Director,6014536519,16-05-1970,Under Maintenance,aditya.jain.inf161@municipal.gov.in,261
INF162,Nayi Disha Saraswati Park Foundation (1),NGOs,"99, Ring Road, Sector 8, Saraswati Park",W23,Alok Yadav,Director,8777446424,22-09-1981,Under Maintenance,alok.yadav.inf162@municipal.gov.in,262
INF163,Sahyog Kalyanpuri Foundation (1),NGOs,"206, Lake View Road, Sector 7, Kalyanpuri",W06,Shreya Khan,Director,6789477379,25-02-1995,Active,shreya.khan.inf163@municipal.gov.in,263
INF164,Prerna Tilak Nagar Foundation (1),NGOs,"158, Rajiv Nagar Road, Sector 15, Tilak Nagar",W20,Isha Kulkarni,Director,9862258545,06-02-1987,Active,isha.kulkarni.inf164@municipal.gov.in,264
INF165,Nayi Disha Mayur Vihar Foundation (1),NGOs,"90, MG Road, Sector 10, Mayur Vihar",W05,Ananya Gupta,Director,8733995455,26-05-1995,Active,ananya.gupta.inf165@municipal.gov.in,265
INF166,Nayi Disha Jai Hind Puram Foundation (1),NGOs,"31, Ring Road, Sector 8, Jai Hind Puram",W05,Arjun Das,Director,9741080807,26-06-1972,Proposed,arjun.das.inf166@municipal.gov.in,266
INF167,Seva Vivek Vihar Foundation (1),NGOs,"142, Park Street, Sector 1, Vivek Vihar",W16,Arjun Saxena,Director,6761682023,04-08-1986,Under Maintenance,arjun.saxena.inf167@municipal.gov.in,267
INF168,Prerna Saraswati Park Foundation (1),NGOs,"90, Lake View Road, Sector 9, Saraswati Park",W02,Ramesh Desai,Director,6284584783,21-09-1966,Active,ramesh.desai.inf168@municipal.gov.in,268
INF169,Nayi Disha Malviya Nagar Foundation (1),NGOs,"102, Park Street, Sector 14, Malviya Nagar",W19,Sneha Gupta,Director,6784793653,08-02-1988,Proposed,sneha.gupta.inf169@municipal.gov.in,269
INF170,Udaan Tilak Nagar Foundation (1),NGOs,"28, College Road, Sector 10, Tilak Nagar",W21,Nisha Sood,Director,6405024062,16-03-1993,Active,nisha.sood.inf170@municipal.gov.in,270
INF171,Prerna Jai Hind Puram Foundation (1),NGOs,"170, Temple Street, Sector 15, Jai Hind Puram",W03,Kavya Verma,Director,8922634007,06-09-1976,Active,kavya.verma.inf171@municipal.gov.in,271
INF172,Udaan Malviya Nagar Foundation (3),NGOs,"173, Bus Stand Road, Sector 11, Malviya Nagar",W17,Anjali Mishra,Director,9245775286,20-06-1977,Proposed,anjali.mishra.inf172@municipal.gov.in,272
INF173,Nayi Disha Lajpat Enclave Foundation (1),NGOs,"164, Market Road, Sector 2, Lajpat Enclave",W05,Isha Iyer,Director,9568752695,04-02-1969,Active,isha.iyer.inf173@municipal.gov.in,273
INF174,Sahyog Lajpat Enclave Foundation (1),NGOs,"29, Canal Road, Sector 1, Lajpat Enclave",W24,Sai Nair,Director,8378465128,09-12-1994,Active,sai.nair.inf174@municipal.gov.in,274
INF175,Prerna Rajendra Nagar Foundation (1),NGOs,"19, Ambedkar Path, Sector 1, Rajendra Nagar",W15,Alok Bose,Director,6466089902,13-04-1994,Active,alok.bose.inf175@municipal.gov.in,275
INF176,Strong Lajpat Enclave Gym (1),Gyms,"133, Gandhi Marg, Sector 3, Lajpat Enclave",W23,Meena Das,Manager,8669032690,18-05-1975,Active,meena.das.inf176@municipal.gov.in,196
INF177,Iron Seemapuri Gym (1),Gyms,"178, Park Street, Sector 12, Seemapuri",W14,Ritu Bose,Manager,9923333471,15-04-1995,Active,ritu.bose.inf177@municipal.gov.in,197
INF178,ProFit Kalyanpuri Gym (1),Gyms,"166, Industrial Area Road, Sector 15, Kalyanpuri",W02,Arjun Mehta,Manager,9557612872,11-07-1995,Active,arjun.mehta.inf178@municipal.gov.in,198
INF179,Power Vivek Vihar Gym (1),Gyms,"111, Bus Stand Road, Sector 5, Vivek Vihar",W22,Aarav Yadav,Manager,9230880955,28-01-1978,Active,aarav.yadav.inf179@municipal.gov.in,199
INF180,Iron Gandhi Colony Gym (1),Gyms,"115, Park Street, Sector 2, Gandhi Colony",W18,Rahul Malhotra,Manager,6606273240,07-06-1965,Active,rahul.malhotra.inf180@municipal.gov.in,200
INF181,ProFit Nehru Vihar Gym (1),Gyms,"57, School Lane, Sector 5, Nehru Vihar",W25,Alok Mehta,Manager,6398220226,07-06-1975,Active,alok.mehta.inf181@municipal.gov.in,20
INF182,Power Gandhi Colony Gym (1),Gyms,"136, Lake View Road, Sector 5, Gandhi Colony",W01,Ritu Kulkarni,Manager,6068856492,28-06-1991,Proposed,ritu.kulkarni.inf182@municipal.gov.in,21
INF183,Iron Anand Vihar Gym (1),Gyms,"224, Market Road, Sector 9, Anand Vihar",W09,Sneha Bansal,Manager,6969159237,22-05-1982,Active,sneha.bansal.inf183@municipal.gov.in,22
INF184,FitLife Lajpat Enclave Gym (1),Gyms,"142, MG Road, Sector 17, Lajpat Enclave",W21,Ishaan Patil,Manager,6157717209,11-11-1984,Active,ishaan.patil.inf184@municipal.gov.in,23
INF185,Power Seemapuri Gym (1),Gyms,"135, Lake View Road, Sector 10, Seemapuri",W22,Nisha Chatterjee,Manager,8470924525,14-09-1982,Active,nisha.chatterjee.inf185@municipal.gov.in,24
INF186,Power Seemapuri Gym (2),Gyms,"47, Temple Street, Sector 14, Seemapuri",W15,Manish Nair,Manager,8664800272,02-12-1982,Active,manish.nair.inf186@municipal.gov.in,25
INF187,ProFit Vivek Vihar Gym (1),Gyms,"243, Main Road, Sector 9, Vivek Vihar",W02,Ishaan Bansal,Manager,8531557371,16-09-1970,Active,ishaan.bansal.inf187@municipal.gov.in,26
INF188,FitLife Mayur Vihar Gym (1),Gyms,"161, Nehru Marg, Sector 9, Mayur Vihar",W20,Diya Gupta,Manager,7133594183,14-09-1968,Closed,diya.gupta.inf188@municipal.gov.in,27
INF189,FitLife Tilak Nagar Gym (1),Gyms,"241, Gandhi Marg, Sector 10, Tilak Nagar",W15,Meena Nair,Manager,7762658108,13-12-1967,Proposed,meena.nair.inf189@municipal.gov.in,28
INF190,Strong Anand Vihar Gym (1),Gyms,"14, Canal Road, Sector 11, Anand Vihar",W24,Mohammed Malhotra,Manager,6381873526,02-12-1969,Active,mohammed.malhotra.inf190@municipal.gov.in,29
INF191,FitLife Seemapuri Gym (1),Gyms,"77, College Road, Sector 8, Seemapuri",W18,Amit Singh,Manager,8290236025,06-03-1974,Active,amit.singh.inf191@municipal.gov.in,30
INF192,Iron Patel Nagar Gym (1),Gyms,"88, Bus Stand Road, Sector 2, Patel Nagar",W17,Aarav Iyer,Manager,9061060780,14-06-1993,Active,aarav.iyer.inf192@municipal.gov.in,31
INF193,FitLife Mayur Vihar Gym (2),Gyms,"197, School Lane, Sector 2, Mayur Vihar",W18,Geeta Kapoor,Manager,8236622213,07-07-1976,Under Maintenance,geeta.kapoor.inf193@municipal.gov.in,32
INF194,FitLife Tagore Garden Gym (1),Gyms,"129, Station Road, Sector 6, Tagore Garden",W05,Sunita Tripathi,Manager,7152317199,17-10-1978,Active,sunita.tripathi.inf194@municipal.gov.in,33
INF195,Iron Saraswati Park Gym (1),Gyms,"78, Station Road, Sector 14, Saraswati Park",W21,Meena Nair,Manager,6098948968,03-09-1969,Active,meena.nair.inf195@municipal.gov.in,34
INF196,ProFit Anand Vihar Gym (1),Gyms,"12, Ambedkar Path, Sector 11, Anand Vihar",W13,Sai Gupta,Manager,8847829880,07-02-1973,Under Maintenance,sai.gupta.inf196@municipal.gov.in,35
INF197,FitLife Malviya Nagar Gym (1),Gyms,"126, Industrial Area Road, Sector 1, Malviya Nagar",W19,Amit Malhotra,Manager,9771302482,17-09-1975,Active,amit.malhotra.inf197@municipal.gov.in,36
INF198,Power Vivek Vihar Gym (2),Gyms,"89, Market Road, Sector 10, Vivek Vihar",W04,Ritu Singh,Manager,6275030576,26-12-1995,Under Maintenance,ritu.singh.inf198@municipal.gov.in,37
INF199,Iron Tilak Nagar Gym (1),Gyms,"67, Ambedkar Path, Sector 11, Tilak Nagar",W06,Sunita Bansal,Manager,6320518595,22-09-1975,Active,sunita.bansal.inf199@municipal.gov.in,38
INF200,Power Tagore Garden Gym (1),Gyms,"89, Bus Stand Road, Sector 13, Tagore Garden",W01,Sai Sood,Manager,9000880108,11-01-1974,Active,sai.sood.inf200@municipal.gov.in,39
